Make,Model,Year,Trim,Trim (description),Condition type,Base MSRP,Price,Colors exterior,Colors interior,Body type,Doors,Body seats,VIN,Mileage,Cylinders,Engine size (L),Horsepower (HP),Torque (ft-lbs),Torque (rpm),Drive terrain,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA combined MPG,EPA city MPG,EPA highway MPG,EPA electricity range (mi),EPA time to charge battery (at 240V) (hr),Battery capacity (kWh),Source JSON,Source URL,Source Name,Title status,Image URL,Region,State,Accidents reported,Owner,Rental use?,Date captured,Date added,Date modified,Days on market,Listing year
RAM,1500 Big,2022,Horn,Unknown,Used,Unknown,41741,Diamond Black,Black,Utility,Unknown,Unknown,Unknown,14920,M,24V,3.6L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jeep,Grand Cherokee L,2022,Summit,Unknown,Used,Unknown,56740,Diamond Black,Tupelo,Utility,Unknown,Unknown,Unknown,14627,M,24V,3.6L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Volvo,S80,2010,3.2,Unknown,Used,Unknown,5800,Brown,Beige,Utility,Unknown,Unknown,Unknown,90050,6,Straight,235.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Subaru,BRZ,2014,Premium,Unknown,Used,Unknown,25000,Blue,Black,Utility,Unknown,Unknown,Unknown,45000,C,4,200.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Corvette,1998,Base,Unknown,Used,Unknown,39500,Red,Black,Utility,Unknown,Unknown,Unknown,7666,C,8,340.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hummer,H2,2006,SUT,Unknown,Used,Unknown,29994,Red,Beige,Utility,Unknown,Unknown,Unknown,89900,C,8,325.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,RS 7,2021,4.0T,Unknown,Used,Unknown,101998,Glacier White,Black/Red,Utility,Unknown,Unknown,Unknown,14724,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,Edge,2011,Sport,Unknown,Used,Unknown,10999,Black,Black,Utility,Unknown,Unknown,Unknown,132000,C,V6,305.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GMC,Terrain,2010,SLT,Unknown,Used,Unknown,6500,Red,Brown,Utility,Unknown,Unknown,Unknown,32652,C,4,182.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Land,Rover Range Rover 5.0L Supercharged Autobiography,2018,LWB,Unknown,Used,Unknown,72567,Blue,Blue,Utility,Unknown,Unknown,Unknown,36632,C,8,518.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jeep,Grand Cherokee WK Laredo,2022,X,Unknown,Used,Unknown,37500,Black,Black,Utility,Unknown,Unknown,Unknown,11164,C,V6,293.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,M4,2020,Base,Unknown,Used,Unknown,63999,Silver,Black,Utility,Unknown,Unknown,Unknown,22655,6,Straight,425.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG GT 63 S,2019,4-Door,Unknown,Used,Unknown,135000,Gray,Gray,Utility,Unknown,Unknown,Unknown,9500,C,8,630.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Camaro,2021,1LT,Unknown,Used,Unknown,29900,Black,Black,Utility,Unknown,Unknown,Unknown,10300,C,V6,335.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,X6 M,2018,Base,Unknown,Used,Unknown,54000,Blue,Black,Utility,Unknown,Unknown,Unknown,48000,C,8,567.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,CLK-Class,2007,550,Unknown,Used,Unknown,10000,Silver,Black,Utility,Unknown,Unknown,Unknown,138000,C,8,382.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
RAM,1500,2022,TRX,Unknown,Used,Unknown,81900,Flame Red Clearcoat,BLACK,Utility,Unknown,Unknown,Unknown,24058,i,V-8,HEMI,Unknown,Unknown,Unknown,Manual,"supercharger,",Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,RS 7 4.0T,2016,Prestige,Unknown,Used,Unknown,67000,Gray,Black,Utility,Unknown,Unknown,Unknown,31500,C,8,560.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,Macan,2020,S,Unknown,Used,Unknown,55998,–,–,Utility,Unknown,Unknown,Unknown,19701,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Genesis,GV70 3.5T,2022,Sport,Unknown,Used,Unknown,50500,White,Black,Utility,Unknown,Unknown,Unknown,10200,C,V6,375.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Aston,Martin V8 Vantage,2008,Base,Unknown,Used,Unknown,33995,Red,Beige,Utility,Unknown,Unknown,Unknown,62378,C,8,380.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Nissan,350Z,2006,Touring,Unknown,Used,Unknown,10200,Silver,Gray,Utility,Unknown,Unknown,Unknown,84200,C,V6,300.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,Sequoia,2013,SR5,Unknown,Used,Unknown,18800,White,Gray,Utility,Unknown,Unknown,Unknown,138700,C,8,381.0,Unknown,Unknown,Unknown,Automatic,Engine,E85 Flex Fuel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Tahoe,2021,Premier,Unknown,Used,Unknown,62900,Gray,Gray,Utility,Unknown,Unknown,Unknown,41050,C,8,355.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jeep,Compass,2020,Limited,Unknown,Used,Unknown,24590,White Clearcoat,Black,Utility,Unknown,Unknown,Unknown,39192,M,16V,2.4L,Unknown,Unknown,Unknown,Manual,SOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,430,2022,430i,Unknown,Used,Unknown,47998,Black,Black,Utility,Unknown,Unknown,Unknown,7758,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,Bronco Sport Outer,2021,Banks,Unknown,Used,Unknown,33410,Rapid Red Metallic Tinted Clearcoat,Navy Pier,Utility,Unknown,Unknown,Unknown,31654,P,12V,1.5L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG C 63,2017,Base,Unknown,Used,Unknown,42000,White,Black,Utility,Unknown,Unknown,Unknown,63000,C,8,469.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Volvo,S40,2005,T5,Unknown,Used,Unknown,3550,Red,Beige,Utility,Unknown,Unknown,Unknown,257700,C,5,218.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,GLE 350 Base,2017,4MATIC,Unknown,Used,Unknown,29500,White,Black,Utility,Unknown,Unknown,Unknown,57000,C,V6,302.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Silverado 1500,2017,1LT,Unknown,Used,Unknown,29999,Gray,Gray,Utility,Unknown,Unknown,Unknown,89000,C,8,355.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Tahoe,2015,LTZ,Unknown,Used,Unknown,28000,Black,Black,Utility,Unknown,Unknown,Unknown,134500,C,8,355.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Acura,MDX,2022,Technology,Unknown,Used,Unknown,47950,Majestic Black Pearl,Parchment,Utility,Unknown,Unknown,Unknown,15895,G,24V,3.5L,Unknown,Unknown,Unknown,Manual,SOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bentley,Bentayga,2020,Speed,Unknown,Used,Unknown,162950,Ice,Beluga Hide,Utility,Unknown,Unknown,Unknown,15109,P,48V,6.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Rolls-Royce,,2022,Unknown,Unknown,Used,Unknown,695000,Silver,Charles Blue,Utility,Unknown,Unknown,Unknown,398,G,48V,6.7L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Genesis,GV70,2022,2.5T,Unknown,Used,Unknown,44249,White,Black,Utility,Unknown,Unknown,Unknown,20319,C,4,300.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Pontiac,Firebird,1999,Base,Unknown,Used,Unknown,2500,White,Black,Utility,Unknown,Unknown,Unknown,158000,C,V6,200.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,GX 460,2021,Base,Unknown,Used,Unknown,51998,Black,Black,Utility,Unknown,Unknown,Unknown,40906,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,ALPINA B7 ALPINA B7,2020,xDrive,Unknown,Used,Unknown,85998,Blue,Red,Utility,Unknown,Unknown,Unknown,33749,T,Twin,4.4,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,M4 Competition,2023,xDrive,Unknown,Used,Unknown,92900,Gray,White,Utility,Unknown,Unknown,Unknown,1120,6,Straight,503.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jeep,Grand Cherokee L,2021,Limited,Unknown,Used,Unknown,38383,Silver Zynith,Global Black,Utility,Unknown,Unknown,Unknown,26088,M,24V,3.6L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kia,Forte,2022,GT-Line,Unknown,Used,Unknown,24000,Silver,Gray,Utility,Unknown,Unknown,Unknown,14950,C,4,147.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kia,Forte,2018,LX,Unknown,Used,Unknown,14699,Silky Silver,Black,Utility,Unknown,Unknown,Unknown,47466,D,"DOHC,",2L,Unknown,Unknown,Unknown,Manual,variable,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,X6 M,2022,Base,Unknown,Used,Unknown,98900,Ametrin Metallic,Black,Utility,Unknown,Unknown,Unknown,10376,G,32V,4.4L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
RAM,ProMaster 3500 High,2021,Roof,Unknown,Used,Unknown,41950,White,Black,Utility,Unknown,Unknown,Unknown,18500,C,V6,280.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Volkswagen,Atlas Cross Sport 3.6L V6 SEL,2021,Premium,Unknown,Used,Unknown,38322,Deep Black Pearl Effect,Titan Black / Quarzit,Utility,Unknown,Unknown,Unknown,24596,G,24V,3.6L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hyundai,Santa Fe,2021,SEL,Unknown,Used,Unknown,27599,Shimmering Silver,Black,Utility,Unknown,Unknown,Unknown,2905,P,16V,2.5L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jaguar,XF 3.0,2015,Portfolio,Unknown,Used,Unknown,21000,Brown,Black,Utility,Unknown,Unknown,Unknown,71290,C,V6,340.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,A7 55 Premium,2022,Plus,Unknown,Used,Unknown,63000,Gray,Black,Utility,Unknown,Unknown,Unknown,15000,C,V6,335.0,Unknown,Unknown,Unknown,Automatic,Engine,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
INFINITI,QX30,2017,Premium,Unknown,Used,Unknown,22000,Gray,Black,Utility,Unknown,Unknown,Unknown,37900,C,4,208.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG G 63,2022,4MATIC,Unknown,Used,Unknown,244896,Black,Black,Utility,Unknown,Unknown,Unknown,2000,C,8,577.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG C 43 AMG C 43,2019,4MATIC,Unknown,Used,Unknown,43500,Black,Black,Utility,Unknown,Unknown,Unknown,32500,C,V6,385.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mitsubishi,Lancer Evolution,2003,Base,Unknown,Used,Unknown,28000,Blue,Black,Utility,Unknown,Unknown,Unknown,61491,C,4,271.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jeep,Wrangler Unlimited,2013,Sport,Unknown,Used,Unknown,24590,Gecko Pearlcoat,Black,Utility,Unknown,Unknown,Unknown,77634,M,24V,3.6L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,A3 2.0 TDI Premium,2015,Plus,Unknown,Used,Unknown,18999,Black,Black,Utility,Unknown,Unknown,Unknown,83000,C,4,150.0,Unknown,Unknown,Unknown,Automatic,Engine,Diesel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Volkswagen,Jetta GLX,2002,VR6,Unknown,Used,Unknown,4300,Black,Black,Utility,Unknown,Unknown,Unknown,121800,C,V6,174.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,ALPINA B7 ALPINA B7,2020,xDrive,Unknown,Used,Unknown,68998,Black,Mocha,Utility,Unknown,Unknown,Unknown,65852,T,Twin,4.4,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Bentley,Bentayga Azure First,2023,Edition,Unknown,Used,Unknown,272950,Onyx,Portland,Utility,Unknown,Unknown,Unknown,1335,G,32V,4.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,CLA-Class CLA,2014,250,Unknown,Used,Unknown,15000,White,White,Utility,Unknown,Unknown,Unknown,83315,C,4,208.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,i8,2019,Base,Unknown,Used,Unknown,85000,Black,Black,Utility,Unknown,Unknown,Unknown,18421,C,3,369.0,Unknown,Unknown,Unknown,Automatic,Engine,Plug-In Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,CT 200h,2015,Premium,Unknown,Used,Unknown,16500,Black,Black,Utility,Unknown,Unknown,Unknown,101000,C,4,134.0,Unknown,Unknown,Unknown,Automatic,Engine,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,Tundra,2022,SR5,Unknown,Used,Unknown,44999,Gray,Black,Utility,Unknown,Unknown,Unknown,29322,P,24V,3.4L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,SLC 300,2019,Base,Unknown,Used,Unknown,35999,White,Black,Utility,Unknown,Unknown,Unknown,23900,C,4,241.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG C AMG C 63,2016,S,Unknown,Used,Unknown,47999,Black,Black,Utility,Unknown,Unknown,Unknown,40515,G,32V,4.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
